"","RIVTYPE","tot_leng18","B18","C18","A18","D18","F18","DDef18","E18","tot_pa18","B","C","A","D","F","DDef","E","tot_pa24","prp_pa18","prp_pa18_ab","prp_pa18_model","EPL18_all","EPL18_ab","EPL18_model","EPL18_wp_ab_model","prp_pa24","prp_pa24_ab","prp_pa24_model","EPL24_all","EPL24_ab","EPL24_model","EPL24_wp_ab_model","zone"
"64","18_P_L",2419014.43761511,9080.5612693737,132744.377562968,0,2344.03331297932,14102.0861936608,0,0,158271.058338982,67162.686590386,72912.689097176,0,11219.0527723069,6976.62987911336,0,0,158271.058338982,0.0654279097627135,0.00375382681813432,0.0210901151965929,"PP","NP","PP","PP",0.0654279097627135,0.0277644835624054,0.0384866955283363,"PP","PP","PP","PP","Lower foothill"
"65","18_P_M",85594.8370083992,0,0,0,711.744455612907,0,0,0,711.744455612907,0,0,0,711.744455612907,0,0,0,711.744455612907,0.00831527321610608,0,0.00249458196483182,"NP","NP","NP","NP",0.00831527321610608,0,0.00249458196483182,"NP","NP","NP","NP","Mountain stream"
"66","18_P_U",1195913.30033669,0,23287.4454438458,0,6352.05405796279,105.06954696675,0,0,29744.5690487753,612.138834041988,21257.7139112839,0,7874.71630344944,0,0,0,29744.5690487753,0.0248718440044118,0,0.00744398176919093,"PP","NP","NP","NP",0.0248718440044118,0.000511858872938074,0.00781985441238019,"PP","NP","NP","NP","Upper foothill"
"67","19_N_F",8379.07462880418,0,0,188.034212941074,0,3785.52610148228,0,0,3973.56031442336,188.034212941074,3785.52610148228,0,0,0,0,0,3973.56031442336,0.474224241990126,0.0224409282971036,0.0676192596664058,"WP","PP","PP","PP",0.474224241990126,0.0224409282971036,0.15797592240501,"WP","PP","MP","MP","Lowland river"
"68","19_N_L",791929.90938896,9382.86671817227,10952.8297816276,2789.50668949937,10233.6236142927,680.521741676048,0,0,34039.348545268,14121.5138686888,9855.12033656443,1971.28080762453,7883.9993116753,207.434220714923,0,0,34039.348545268,0.0429827793365352,0.0153705186069606,0.0234823326914928,"PP","PP","PP","PP",0.0429827793365352,0.0203209835687734,0.0270671352839746,"PP","PP","PP","PP","Lower foothill"
"69","19_N_M",460379.690577997,85149.7095505316,42057.9256969617,76717.7977864677,22392.8497614637,281.74057488265,0,1993.79630033571,228593.819670643,86715.0769835307,52336.2894995677,57335.2249351479,25812.8841223317,0,0,6394.344130065,228593.819670643,0.496533240603312,0.35159567341856,0.394088395676766,"WP","WP","WP","WP",0.496533240603312,0.312894562611627,0.365208309270041,"WP","WP","WP","WP","Mountain stream"
"70","19_N_U",3522215.43846789,176824.412675567,98079.0366131681,98110.5276494347,19378.2075812563,7579.5716803042,0,0,399971.756199731,107342.94272156,137962.533159853,93341.5718673022,54426.8527759257,1216.01580435273,0,5681.83987073613,399971.756199731,0.113556868734217,0.0780573889155952,0.0882768462586177,"PP","PP","PP","PP",0.113556868734217,0.0569767858027893,0.0735591335803712,"PP","PP","PP","PP","Upper foothill"
"71","19_P_F",153588.193194327,0,1351.35459171969,0,38.9767936496214,321.225483720026,0,0,1711.55686908934,0,1351.35459171969,0,0,321.225483720026,0,38.9767936496214,1711.55686908934,0.011143804959824,0,0.00292484698621606,"NP","NP","NP","NP",0.011143804959824,0,0.00287409205142716,"NP","NP","NP","NP","Lowland river"
"72","19_P_L",1954122.26833324,121897.614505659,95191.4243791261,6133.19658605251,27103.3598072424,68271.1378431677,0,6234.20438606909,324830.937507316,105678.859176675,62912.9266231005,10726.206961726,100180.820459035,12067.0982669258,0,46595.1506187482,338161.062106211,0.166228563468743,0.0655183215331324,0.0881059406366608,"MP","PP","PP","PP",0.173050104175234,0.0595689778601665,0.0876093670933052,"MP","PP","PP","PP","Lower foothill"
"73","19_P_M",383360.560550665,41513.2374535968,104296.64891359,15333.2186323772,52006.2570655072,634.389419141454,2289.25886272965,3697.29171528839,219770.30206223,44430.3393588459,81705.3623814792,14347.0512373044,56770.467177788,155.908554183251,2289.25886272965,20071.9144899,219770.30206223,0.573273113297176,0.154256126044266,0.277701375183079,"WP","MP","MP","MP",0.573273113297176,0.159292988749711,0.272934128854499,"WP","MP","MP","MP","Mountain stream"
"74","19_P_U",2112260.05162648,121233.315235578,102623.397350729,22168.7647622685,66090.882123412,13270.2829078581,7293.57720510554,466.390177347323,333146.609762299,96777.2208222619,95114.3528389656,36919.5721813378,70887.6968940658,3693.34305561107,7293.57720510554,24208.6418413945,334894.404838742,0.157720451847664,0.0713433258783232,0.0959558025053045,"MP","PP","PP","PP",0.15854790444996,0.0667485852890794,0.0916464729185472,"MP","PP","PP","PP","Upper foothill"
"75","1_N_F",45314.3492655055,192.244314009704,18543.6300751408,0,0,4981.75702741379,0,0,23717.6314165643,9464.05935158009,13847.3019474912,0,0,406.270117493012,0,0,23717.6314165643,0.523402229117273,0.00424245999613296,0.138002843263903,"WP","NP","PP","PP",0.523402229117273,0.208853475885273,0.301424982791803,"WP","MP","WP","MP","Lowland river"
"76","1_N_L",694177.473988492,49263.6505959652,120498.650937935,7479.29110804473,2727.50651363888,8170.3708037823,0,0,188139.469959366,52911.3278468429,133457.986360968,0,0,1770.1557515548,0,0,188139.469959366,0.27102502891427,0.0817412604560409,0.136172419247109,"MP","PP","PP","PP",0.27102502891427,0.0762216145430844,0.134152637934536,"MP","PP","PP","PP","Lower foothill"
"77","1_N_M",6968.0500499585,0,5138.62212003674,0,0,0,0,0,5138.62212003674,0,5138.62212003674,0,0,0,0,0,5138.62212003674,0.737454823543833,0,0.22123644706315,"WP","NP","MP","MP",0.737454823543833,0,0.22123644706315,"WP","NP","MP","MP","Mountain stream"
"78","1_N_U",707736.494475549,43739.5184266183,49228.6702831285,4700.12216863654,0,1567.5979584864,0,0,99235.9088368697,29686.5080009095,65970.3975109306,3006.99707332499,0,572.006251704582,0,0,99235.9088368697,0.140215899012536,0.0684430447961425,0.0895319119059943,"PP","PP","PP","PP",0.140215899012536,0.0461944598440713,0.0742392477466052,"PP","PP","PP","PP","Upper foothill"
"79","1_P_F",1478474.55647813,54694.0211159702,89437.2066107503,0,42301.7538693477,2944.09193623237,0,0,189377.0735323,45271.5655006464,121415.983585438,0,28627.9090727368,232.156650291947,0,0,195547.614809114,0.128089504619826,0.0369935491120365,0.06392407501334,"PP","PP","PP","PP",0.132263091003018,0.0306204562684444,0.0610818417993274,"PP","PP","PP","PP","Lowland river"
"80","1_P_L",1004474.5382804,13608.5592554333,69753.9515457731,0,1265.40593771799,5654.69665809651,0,0,90282.6133970209,13612.6558175549,70939.5989631322,0,5227.10365582127,8.41192314501098,0,0,89787.7703596534,0.0898804399279039,0.0135479384860569,0.0353217874760962,"PP","NP","PP","PP",0.0893878012212876,0.0135520167996084,0.0363010772358438,"PP","NP","PP","PP","Lower foothill"
"81","1_P_M",4778.9301126457,3155.91667756451,0,0,0,82.3208139926052,0,0,3238.23749155711,3155.91667756451,0,0,0,82.3208139926052,0,0,3238.23749155711,0.677607208146505,0.660381424958177,0.66210400327701,"WP","WP","WP","WP",0.677607208146505,0.660381424958177,0.66210400327701,"WP","WP","WP","WP","Mountain stream"
"82","1_P_U",60293.7280840812,11533.9590336545,0,0,17.3295770747318,0,0,0,11551.2886107292,11533.9590336545,8.66478853736592,0,8.66478853736592,0,0,0,11551.2886107292,0.191583585520216,0.191296166287314,0.191382392057184,"MP","MP","MP","MP",0.191583585520216,0.191296166287314,0.191382392057184,"MP","MP","MP","MP","Upper foothill"
"83","20_N_F",37107.5659989359,0,26265.3649019917,0,0,0,0,0,26265.3649019917,0,26265.3649019917,0,0,0,0,0,26265.3649019917,0.707816969260256,0,0.212345090778077,"WP","NP","MP","MP",0.707816969260256,0,0.212345090778077,"WP","NP","MP","MP","Lowland river"
"84","20_N_L",310333.681170983,4697.90597002068,23188.9354308276,0,2583.11341041546,329.495769521479,0,0,30799.4505807852,4414.73774144802,23472.1036594003,0,2665.93447468668,246.674705250262,0,0,30799.4505807852,0.0992462386440607,0.0151382407229987,0.040158290754394,"PP","PP","PP","PP",0.0992462386440607,0.0142257769920103,0.0395729416345009,"PP","NP","PP","PP","Lower foothill"
"85","20_N_M",32535.5626721596,4625.77275853112,2133.72739086343,0,685.137233323497,0,0,0,7444.63738271805,2896.69791848114,3862.80223091341,0,685.137233323497,0,0,0,7444.63738271805,0.228815387572454,0.142175895500629,0.168167743122176,"MP","PP","MP","MP",0.228815387572454,0.089031744976085,0.130966837754996,"MP","PP","PP","PP","Mountain stream"
"86","20_N_U",610437.17720854,76921.892229527,13088.0196297141,0,6334.71823124289,1122.03990255251,0,0,97466.6699930365,38076.6104372844,44752.5486998667,0,14799.648098405,0,0,0,97628.8072355561,0.159666995445364,0.126011152501036,0.135740286915327,"MP","PP","PP","PP",0.159932603846315,0.0623759689922629,0.0916429594484785,"MP","PP","PP","PP","Upper foothill"
"87","20_P_F",301062.221272897,33362.7692960495,82092.8867695821,0,3197.81873308484,0,0,0,118653.474798716,143.063710261558,71811.8863741088,1878.08367980144,17932.981953002,0,0,50313.8606458745,142079.876363048,0.39411612090367,0.110816857575125,0.195806636573689,"WP","PP","MP","MP",0.471928612505188,0.00671338762305529,0.112853727741503,"WP","NP","PP","PP","Lowland river"
"88","20_P_L",565278.495686836,63266.2156030226,20407.7288692229,0,17433.3253961923,2028.73017847111,0,0,103136.000046909,52364.2873694755,11959.9478225823,6794.1322039956,19578.4023414059,0,0,12439.2303094497,103136.000046909,0.18245166025924,0.111920435830752,0.132362022386122,"MP","PP","PP","PP",0.18245166025924,0.104653582304756,0.123591907682115,"MP","PP","PP","PP","Lower foothill"
"89","20_P_M",129732.187540563,49092.6500306712,20817.5629682779,4738.82484303688,8833.63767702216,0,0,0,83482.6755190081,30892.5691563669,23615.9807328383,19083.4206624238,9890.70496737918,0,0,0,83482.6755190081,0.643500098947346,0.414943090795233,0.483510193240867,"WP","WP","WP","WP",0.643500098947346,0.385224289871507,0.462707032594259,"WP","WP","WP","WP","Mountain stream"
"90","20_P_U",875134.261467306,187041.943129267,65629.0945050869,37704.5542489843,15512.9187321796,653.339185531252,2052.19703263666,0,308594.046833686,121685.216519955,70907.3504094318,92323.9050822154,21618.3488355731,7.02895387359877,2052.19703263666,0,308594.046833686,0.352624803325923,0.259158742146174,0.287049248739767,"WP","MP","MP","MP",0.352624803325923,0.246889338182858,0.278608371354233,"WP","MP","MP","MP","Upper foothill"
"91","21_N_F",23347.0514446664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Lowland river"
"92","21_N_L",3397027.88123237,100144.454505015,74829.8077014009,44240.2775039681,10129.917167963,4239.6682893624,0,0,233584.12516771,44028.5886128078,138638.807048128,26254.3328385072,23602.396542119,1060.00012614753,0,0,233584.12516771,0.0687613211708379,0.0425032519770205,0.0501310622852318,"PP","PP","PP","PP",0.0687613211708379,0.0206895332945627,0.0350486621551693,"PP","PP","PP","PP","Lower foothill"
"93","21_N_M",479169.708985965,11706.1097569807,1674.12834746154,22083.2854653994,5009.68452760797,0,0,0,40473.2080974495,5959.30376631156,6103.43880592644,22083.2854653994,6327.18005981219,0,0,0,40473.2080974495,0.0844652893086676,0.0705165510021205,0.0747011724940846,"PP","PP","PP","PP",0.0844652893086676,0.0585232929081757,0.0663058918283232,"PP","PP","PP","PP","Mountain stream"
"94","21_N_U",7216204.39002568,258397.307132607,210438.446707308,175979.676211173,3057.9586795616,10102.6801176857,0,0,657976.068848335,94977.6330217549,360185.082475781,146737.924791029,50867.7952765175,5052.06914453586,0,0,657820.504709618,0.0911803537269256,0.0601946618840481,0.0692103696039895,"PP","PP","PP","PP",0.0911587961143208,0.0334962183370091,0.0506549715468392,"PP","PP","PP","PP","Upper foothill"
"95","21_P_F",2804.51661193631,0,0,0,0,2709.47176612477,0,0,2709.47176612477,0,0,0,0,2709.47176612477,0,0,2709.47176612477,0.966110079217564,0,0.0966110079217564,"WP","NP","PP","PP",0.966110079217564,0,0.0966110079217564,"WP","NP","PP","PP","Lowland river"
"96","21_P_L",599502.951979188,8654.72840826944,21275.9150793664,6463.4875486921,0,31397.2014039588,0,0,67791.3324402867,12070.7746605995,13390.1853202602,4799.8199811152,18826.6255362922,18703.9269420196,0,0,67791.3324402867,0.113079230413264,0.0252179174548692,0.0411019003990205,"PP","PP","PP","PP",0.113079230413264,0.0281409700920045,0.0473826367311508,"PP","PP","PP","PP","Lower foothill"
"97","21_P_M",4435.52982995588,431.552016972852,0,0,0,0,0,0,431.552016972852,316.684390594222,0,114.86762637863,0,0,0,0,431.552016972852,0.0972943556953025,0.0972943556953025,0.0972943556953025,"PP","PP","PP","PP",0.0972943556953025,0.0972943556953025,0.0972943556953025,"PP","PP","PP","PP","Mountain stream"
"98","21_P_U",115019.248421261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Upper foothill"
"99","22_N_L",321393.814302824,0,0,0,10322.0228464034,0,0,0,10322.0228464034,0,0,0,10322.0228464034,0,0,0,10322.0228464034,0.0321164328218145,0,0.00963492984654436,"PP","NP","NP","NP",0.0321164328218145,0,0.00963492984654436,"PP","NP","NP","NP","Lower foothill"
"100","22_N_M",40951.0961537509,0,3341.8157611299,0,302.343956076155,0,0,0,3644.15971720605,0,3341.8157611299,0,302.343956076155,0,0,0,3644.15971720605,0.0889880872425014,0,0.0266964261727504,"PP","NP","PP","PP",0.0889880872425014,0,0.0266964261727504,"PP","NP","PP","PP","Mountain stream"
"101","22_N_U",471956.737718359,0,0,0,9472.55919329046,620.861809084925,0,3313.52383739812,13406.9448397735,0,56.9337594435147,0,13226.562477184,123.448603146027,0,0,13406.9448397735,0.0284071478767067,0,0.00685487898377257,"PP","NP","NP","NP",0.0284071478767067,0,0.00846983083794493,"PP","NP","NP","NP","Upper foothill"
"102","22_P_F",368011.82223739,15715.4189886962,1686.39909099903,0,5174.32675503811,0,0,0,22576.1448347333,15715.4189886962,1686.39909099903,0,5174.32675503811,0,0,0,22576.1448347333,0.0613462488717831,0.0427035710242992,0.0482963743785444,"PP","PP","PP","PP",0.0613462488717831,0.0427035710242992,0.0482963743785444,"PP","PP","PP","PP","Lowland river"
"103","22_P_L",982205.51757877,8.1615702643072,32128.9080645818,0,12288.278521809,8560.94576479555,0,752.184200319052,53738.4781217697,1258.57578949517,14864.2620099833,0,31356.129741015,8560.94576479555,0,1051.88265556268,57091.7959608517,0.0547120507470169,0.00000830943231150467,0.0145230608944823,"PP","NP","NP","NP",0.0581261201846925,0.00128137723416345,0.0163774035768848,"PP","NP","PP","PP","Lower foothill"
"104","22_P_M",143028.697180264,6837.04222558708,43538.7209577798,0,34414.3955584606,0,0,3772.24478873489,88562.4035305624,10578.8198922084,32743.4921404137,0,45322.3629602637,0,0,1610.13774464059,90254.8127375263,0.619193247764427,0.0478018912314507,0.213944489900277,"WP","PP","MP","MP",0.631025902611523,0.0739629186363594,0.2388303247552,"WP","PP","MP","MP","Mountain stream"
"105","22_P_U",634133.222731253,22049.9126535694,31205.9773286072,0,19065.462435339,2273.83580116888,0,105.20284083855,74700.3910595231,28325.247948114,28288.0654952221,0,19711.0397108452,1136.91790058444,0,1006.45032181462,78467.7213765803,0.117799207456414,0.0347717354384919,0.0589296493345708,"PP","PP","PP","PP",0.123740120472816,0.0446676611991961,0.0677133996342781,"PP","PP","PP","PP","Upper foothill"
"106","23_N_F",2247.16526010169,0,0,0,539.259006292124,77.5114074215241,0,0,616.770413713648,0,0,0,0,77.5114074215241,0,539.259006292124,616.770413713648,0.27446597927815,0,0.0754411994701797,"MP","NP","PP","PP",0.27446597927815,0,0.027446597927815,"MP","NP","PP","PP","Lowland river"
"107","23_N_L",69237.6489363091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Lower foothill"
"108","23_N_M",121106.727159035,17959.3397460421,7945.01059681722,30749.2964330665,4748.79419037742,0,0,0,61402.4409663033,7415.01716041988,4823.6939865235,36873.1435895763,9934.64750003377,0,0,2355.93872974983,61402.4409663033,0.50701098449858,0.40219595824058,0.43364046611798,"WP","WP","WP","WP",0.50701098449858,0.365695298592603,0.404199322508786,"WP","WP","WP","WP","Mountain stream"
"109","23_N_U",409379.101988443,17114.3986256302,583.150272707885,18125.3215604424,1582.05767314963,781.64253497314,0,0,38186.5706669032,6722.91552079411,907.846137634501,27708.8747230368,2066.83881062142,456.415217160732,0,323.68025765561,38186.5706669032,0.0932792379518709,0.0860808966918575,0.0878585317340955,"PP","PP","PP","PP",0.0932792379518709,0.0841073471425099,0.086477802857628,"PP","PP","PP","PP","Upper foothill"
"110","23_P_F",114283.761802501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Lowland river"
"111","23_P_L",647463.891095327,12187.0426262377,10991.86178273,12091.8034374964,4003.37321589657,2915.14278970577,0,0,42189.2238520665,16589.8470433788,4565.1599457016,9122.20305163969,8700.14862133201,0,0,3211.86519001435,42189.2238520665,0.0651607362700863,0.037498378515999,0.0448966054201358,"PP","PP","PP","PP",0.0651607362700863,0.0397119444785113,0.0463544447758419,"PP","PP","PP","PP","Lower foothill"
"112","23_P_M",334547.942247815,100854.956576615,47996.6862408345,25775.2202929003,86853.7990997424,1101.34153741535,0,0,262582.003747507,71282.2574469162,75420.9889252053,25820.0247632218,69550.180748156,224.513954014238,0,20284.0379099939,262582.003747507,0.78488602256295,0.378511301007239,0.499765311668186,"WP","WP","WP","WP",0.78488602256295,0.290249228728508,0.426379810738407,"WP","MP","WP","MP","Mountain stream"
"113","23_P_U",1119350.87078135,166112.702210415,90860.3704003501,59387.6888997938,61469.1311198828,10976.6974949022,0,0,388806.590125344,113647.426450871,136321.52744067,54714.188801451,57440.7486011634,504.497934574312,0,26178.2008966146,388806.590125344,0.347350058211813,0.201456394948621,0.243263232667784,"WP","MP","MP","MP",0.347350058211813,0.150410045363881,0.204724518405949,"WP","MP","MP","MP","Upper foothill"
"114","24_N_F",47252.9674656556,0,0,0,0,0,0,2083.91485283133,2083.91485283133,0,0,0,0,0,0,2083.91485283133,2083.91485283133,0.0441012483363285,0,0.00441012483363285,"PP","NP","NP","NP",0.0441012483363285,0,0.00441012483363285,"PP","NP","NP","NP","Lowland river"
"115","24_N_L",445762.118199506,0,0,8778.95389871258,7245.78991209885,0,0,0,16024.7438108114,0,0,8778.95389871258,5046.92284306145,0,0,2198.8670690374,16024.7438108114,0.0359490929277202,0.0196942574083504,0.0245707080641613,"PP","PP","PP","PP",0.0359490929277202,0.0196942574083504,0.0235841428181423,"PP","PP","PP","PP","Lower foothill"
"116","24_N_M",80314.6149557962,234.630961767081,344.881534088517,5375.14812461164,10142.4167520657,153.302491039631,0,0,16250.3798635725,204.798049685604,305.993462740087,5375.14812461164,8594.35681038246,153.302491039631,0,1616.78092511312,16250.3798635725,0.202334031888424,0.0698475500314139,0.10921173968345,"MP","PP","PP","PP",0.202334031888424,0.0694760994293299,0.10492560541425,"MP","PP","PP","PP","Mountain stream"
"117","24_N_U",429145.990998567,0,59.4964201916329,5471.08055792296,1743.05169844463,245.570286021724,0,0,7519.19896258095,99.611476048849,59.4964201916329,5471.08055792296,1012.57677458592,145.958809972875,0,730.474923858714,7519.19896258095,0.0175213077141528,0.0127487630612428,0.0140660804218865,"PP","NP","NP","NP",0.0175213077141528,0.0129808786539274,0.0139345525560512,"PP","NP","NP","NP","Upper foothill"
"118","24_P_F",318181.461051723,48.8427335572972,0,0,4795.62345447507,9230.9002574272,0,10405.9935725559,24481.3600180155,48.8427335572972,0,2779.40031028552,4795.62345447507,3225.74997357084,0,13631.7435461267,24481.3600180155,0.0769415035593033,0.000153505906333611,0.0108467009406846,"PP","NP","NP","NP",0.0769415035593033,0.00888877382891601,0.0187084420710088,"PP","NP","PP","PP","Lowland river"
"119","24_P_L",558368.061846397,0,3634.39303617933,0,22047.4825671307,211.367444116891,0,3833.30289746882,29726.5459448957,0,13791.6524816526,0,5487.7920702407,0,0,10441.5814502623,29721.0260021557,0.0532382633895584,0,0.0145227319921144,"PP","NP","NP","NP",0.0532283775398523,0,0.0122284779111749,"PP","NP","NP","NP","Lower foothill"
"120","24_P_M",78796.0997761272,4074.95081176541,5153.39479514395,10448.9400864883,11221.6462930956,0,0,487.742514737273,31386.6745012305,4074.95081176541,3161.8749433535,10448.9400864883,10972.7516032409,0,0,2728.15705638248,31386.6745012305,0.398327767369264,0.184322459354187,0.247286065319982,"WP","MP","MP","MP",0.398327767369264,0.184322459354187,0.24159945253582,"WP","MP","MP","MP","Mountain stream"
"121","24_P_U",399693.706165979,912.758878617796,7942.08466738627,1421.22975944331,9105.28760108903,1721.18127506766,0,2888.47372558934,23991.0159071934,1740.45433027191,10987.1658931337,2531.47687608234,4296.28876083828,610.934158428635,0,3824.69588843855,23991.0159071934,0.0600235018392578,0.00583944305866022,0.0197880669539114,"PP","NP","PP","PP",0.0600235018392578,0.0106880121964699,0.0232691445067948,"PP","NP","PP","PP","Upper foothill"
"122","25_N_F",24080.4290621342,6391.88060839166,0,0,0,0,0,0,6391.88060839166,6391.88060839166,0,0,0,0,0,0,6391.88060839166,0.265438817219528,0.265438817219528,0.265438817219528,"MP","MP","MP","MP",0.265438817219528,0.265438817219528,0.265438817219528,"MP","MP","MP","MP","Lowland river"
"123","25_N_L",877247.797191655,123036.303008312,0,5049.30913098046,29683.3226664787,129.778464023841,8589.08906433934,0,166487.802334135,77286.0403794996,12855.5659098022,50891.2432433264,16827.7567566765,38.1069804906321,8589.08906433934,0,166487.802334135,0.18978423527208,0.155799423653352,0.165965279498069,"MP","MP","MP","MP",0.18978423527208,0.155903922614565,0.166059328563161,"MP","MP","MP","MP","Lower foothill"
"124","25_N_M",50628.4512629629,2040.88076545002,0,0,0,0,0,0,2040.88076545002,2040.88076545002,0,0,0,0,0,0,2040.88076545002,0.0403109460103715,0.0403109460103715,0.0403109460103715,"PP","PP","PP","PP",0.0403109460103715,0.0403109460103715,0.0403109460103715,"PP","PP","PP","PP","Mountain stream"
"125","25_N_U",1081703.87133429,87531.8552322052,0,0,3437.78261330375,369.113054501543,1083.8212262436,0,92422.5721262541,48272.8804597449,2753.41572649361,39258.9747724604,787.713330280672,369.113054501543,1083.8212262436,0,92525.9185697246,0.0854416579024078,0.0819223068409112,0.0829098655598456,"PP","PP","PP","PP",0.0855371983235981,0.0819223068409112,0.0829385276862027,"PP","PP","PP","PP","Upper foothill"
"126","25_P_F",237488.445677664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Lowland river"
"127","25_P_L",192897.690520194,16168.4966533829,1340.94371742766,0,9044.63179263645,0,0,0,26554.072163447,13287.8306697668,11925.2977762525,0,1340.94371742766,0,0,0,26554.072163447,0.137658839210763,0.0838190266030699,0.0999709703853779,"PP","PP","PP","PP",0.137658839210763,0.0688853797779177,0.0895174176077714,"PP","PP","PP","PP","Lower foothill"
"128","26_N_F",869895.079598495,0,275.503125381798,0,1646.20899661406,46843.0576700566,1450.12811886957,0,50214.897910922,0,3901.97493931588,0,10524.9751128407,34337.8197398959,11284.9916971399,0,60049.7614891923,0.0577252350181116,0.00166701496867747,0.00771466315865525,"PP","NP","NP","NP",0.0690310393719075,0.0129728193224734,0.0218955815861927,"PP","NP","PP","PP","Lowland river"
"129","26_N_L",11599133.4528958,1375.40923117898,33829.850333336,0,10457.3057552574,20184.9833038007,5756.24065746197,0,71603.789281035,21098.6447247421,31879.3841633948,0,32099.7322181971,1407.12091393966,84807.3231782854,1409.89440125365,172702.099599813,0.00617320160784584,0.000614843334426889,0.00193430786331695,"NP","NP","NP","NP",0.0148892242943111,0.00913050688942518,0.0108095492528127,"NP","NP","NP","NP","Lower foothill"
"130","26_N_M",173056.85029569,0,847.714359358384,7345.97121007499,2824.9896742608,0,1487.58155115868,0,12506.2567948529,4849.55509649869,1972.11650427036,1372.01396866433,2824.9896742608,0,8181.85373242289,0,19200.5289761171,0.0722667538065339,0.0510442247512328,0.0574109834678231,"PP","PP","PP","PP",0.110949257098522,0.083229428785834,0.0915453772796406,"PP","PP","PP","PP","Mountain stream"
"131","26_N_U",9146133.04316664,1131.08146519798,38586.8571427976,21585.8859484804,11488.3864173095,2573.60833152086,7254.16111679791,0,82619.9804221042,24882.280875229,38496.3765232452,592.615028639247,19739.1833739693,1300.78307327223,112603.868048273,0,197615.106922628,0.00903332370436402,0.00327691805804953,0.00494756223401637,"NP","NP","NP","NP",0.0216064107082142,0.015096955543994,0.0170213476552198,"PP","PP","PP","PP","Upper foothill"
"132","26_P_F",3206359.02265253,98076.6531435386,34018.76967057,0,14920.5664561029,302201.446351116,22010.6705905007,296.873820542413,471524.98003237,13836.7829799801,127372.057023861,0,16186.9406541587,244108.347905243,22010.6705905007,48010.180878627,471524.98003237,0.147059320775093,0.03745286254148,0.0514661506785013,"PP","PP","PP","PP",0.147059320775093,0.0111801121824546,0.0337226757790909,"PP","NP","PP","PP","Lowland river"
"133","26_P_L",2305603.59146371,0,38483.3504414222,0,5427.90717194199,27059.6052372912,1066.85567776416,0,72037.7185284196,0,28077.2925617946,0,24245.8085482321,6937.38770050116,1066.85567776416,11710.3740401276,72037.7185284196,0.031244624529183,0.000462722942362726,0.00735000307435514,"PP","NP","NP","NP",0.031244624529183,0.000462722942362726,0.00807968995789458,"PP","NP","NP","NP","Lower foothill"
"134","26_P_M",4257.1826443,0,2190.41168344917,0,0,0,0,0,2190.41168344917,0,0,0,2190.41168344917,0,0,0,2190.41168344917,0.514521425662098,0,0.154356427698629,"WP","NP","MP","MP",0.514521425662098,0,0.154356427698629,"WP","NP","MP","MP","Mountain stream"
"135","26_P_U",237470.081996084,0,2127.47217029265,0,0,0,0,0,2127.47217029265,0,0,0,2127.47217029265,0,0,0,2127.47217029265,0.00895890611739348,0,0.00268767183521804,"NP","NP","NP","NP",0.00895890611739348,0,0.00268767183521804,"NP","NP","NP","NP","Upper foothill"
"136","27_N_F",5353.95765777203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Lowland river"
"137","27_N_L",870951.715431405,11051.8928825589,1463.2642013392,4390.30822198302,0,0,15721.3372428989,0,32626.80254878,11570.3846277272,1463.2642013392,19426.6770838247,0,0,15721.3372428989,0,48181.66315579,0.0374610922404798,0.035781017242735,0.0362850397420585,"PP","PP","PP","PP",0.0553207052723059,0.0536406302745612,0.0541446527738846,"PP","PP","PP","PP","Lower foothill"
"138","27_N_M",211672.424596578,9942.94338548239,2138.86103615044,0,0,0,37308.018004935,0,49389.8224265679,5332.69802052472,2138.86103615044,5100.24972340314,0,0,37308.018004935,0,49879.8267850133,0.233331396475941,0.223226816060108,0.226258190184858,"MP","MP","MP","MP",0.235646314724643,0.22554173430881,0.22857310843356,"MP","MP","MP","MP","Mountain stream"
"139","27_N_U",2133167.27360999,109223.531936901,7977.72020496496,0,0,507.361165836276,161736.4113983,0,279445.024706002,77260.4600326829,7977.72020496496,34578.3166356817,0,507.361165836276,165191.343897074,0,285515.20193624,0.131000052439907,0.127022360921866,0.128168099565201,"PP","PP","PP","PP",0.133845669520824,0.129867978002783,0.131013716646119,"PP","PP","PP","PP","Upper foothill"
