"","RIVTYPE","tot_leng18","B18","C18","A18","D18","F18","DDef18","E18","tot_pa18","B","C","A","D","F","DDef","E","tot_pa24","prp_pa18","prp_pa18_ab","prp_pa18_model","EPL18_all","EPL18_ab","EPL18_model","EPL18_wp_ab_model","prp_pa24","prp_pa24_ab","prp_pa24_model","EPL24_all","EPL24_ab","EPL24_model","EPL24_wp_ab_model","zone"
"140","28_N_L",159372.010129881,3859.34664586348,6944.30262162868,14985.832346881,169.789759702993,0,1142.85840616562,0,27102.1297802418,7580.95157936179,8873.97594456042,9334.55409045093,169.789759702993,0,1142.85840616562,0,27102.1297802418,0.170055769254304,0.125417489448873,0.138808973390502,"MP","PP","PP","PP",0.170055769254304,0.113309508120413,0.13033338646058,"MP","PP","PP","PP","Lower foothill"
"141","28_N_M",64898.782534148,1112.03993366048,7604.34703563842,0,0,0,25493.7451411169,0,34210.1321104158,265.983904013656,6918.47020110565,0,1531.93286417959,0,25493.7451411169,0,34210.1321104158,0.527130568164592,0.409958153849467,0.445109878144004,"WP","WP","WP","WP",0.527130568164592,0.396921606835636,0.435984295234323,"WP","WP","WP","WP","Mountain stream"
"142","28_N_U",946795.659824584,65142.7262630964,59873.596844152,0,0,0,155411.920789612,0,280428.24389686,125.481789298419,101106.050163008,0,23784.7911549418,0,161995.196149385,0,287011.519256633,0.296186659694676,0.232948519317854,0.251919961430901,"MP","MP","MP","MP",0.30313987635918,0.171230905271281,0.210803596597651,"WP","MP","MP","MP","Upper foothill"
"143","28_P_F",784678.558700798,23808.7628685857,149659.54618889,0,6083.80352673648,0,0,0,179552.112584212,0,147379.995814641,0,32172.1167695711,0,0,0,179552.112584212,0.228822503932692,0.0303420586743266,0.0898861922518361,"MP","PP","PP","PP",0.228822503932692,0,0.0686467511798075,"MP","NP","PP","PP","Lowland river"
"144","28_P_L",158257.970206326,0,19023.2967862907,0,0,0,0,0,19023.2967862907,0,19023.2967862907,0,0,0,0,0,19023.2967862907,0.120204352182007,0,0.036061305654602,"PP","NP","PP","PP",0.120204352182007,0,0.036061305654602,"PP","NP","PP","PP","Lower foothill"
"145","28_P_U",15878.5866131161,5800.44515129351,4983.85831312928,0,0,0,0,0,10784.3034644228,0,10784.3034644228,0,0,0,0,0,10784.3034644228,0.679172758078776,0.365299840132006,0.459461715516037,"WP","WP","WP","WP",0.679172758078776,0,0.203751827423633,"WP","NP","MP","MP","Upper foothill"
"146","29_N_F",3191761.21040636,0,21649.0428943843,0,0,4501.55339137828,330154.936499013,0,356305.532784776,21405.4560095304,243.586884853892,0,4501.55339137828,0,330154.936499013,0,356305.532784776,0.111632891465403,0.103439735849469,0.105615609215186,"PP","PP","PP","PP",0.111632891465403,0.11014620748016,0.110592212675733,"PP","PP","PP","PP","Lowland river"
"147","29_N_L",3361978.42904664,0,85.1588866757604,0,1648.81323578365,2927.28663050069,15264.6716941971,0,19925.9304471572,0,85.1588866757604,0,4468.02123271148,108.078633572861,15264.6716941971,0,19925.9304471572,0.00592684660764098,0.0045403835914931,0.0047821817817386,"NP","NP","NP","NP",0.00592684660764098,0.0045403835914931,0.0049498930301256,"NP","NP","NP","NP","Lower foothill"
"148","29_N_M",11273.591651484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Mountain stream"
"149","29_N_U",1352032.61500122,0,0,0,0,0,295.091888501432,0,295.091888501432,0,0,0,0,0,295.091888501432,0,295.091888501432,0.000218257965989352,0.000218257965989352,0.000218257965989352,"NP","NP","NP","NP",0.000218257965989352,0.000218257965989352,0.000218257965989352,"NP","NP","NP","NP","Upper foothill"
"150","29_P_F",1043967.77291155,460.958641189339,16915.5499544932,0,6368.82235509779,83751.7414460802,0,43.2037962404948,107540.276193101,0,17376.5085956825,0,13124.4557120104,75373.0330351943,0,1666.27885021381,107540.276193101,0.103011107223338,0.000441544895494004,0.0151592465485422,"PP","NP","PP","PP",0.103011107223338,0,0.0161443877082944,"PP","NP","PP","PP","Lowland river"
"151","29_P_L",330557.259723932,0,0,0,1908.11131714049,0,4123.23888765163,0,6031.35020479213,0,0,0,0,0,4123.23888765163,1908.11131714049,6031.35020479213,0.0182460073931798,0.0124735995545679,0.0142053219061515,"PP","NP","NP","NP",0.0182460073931798,0.0124735995545679,0.0130508403384291,"PP","NP","NP","NP","Lower foothill"
"152","29_P_U",31860.3237654752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Upper foothill"
"153","2_N_F",5395.68780990724,0,0,0,263.647169964624,5.56130719839562,0,0,269.20847716302,0,5.56130719839562,0,263.647169964624,0,0,0,269.20847716302,0.0498932641485883,0,0.0147618402908667,"PP","NP","NP","NP",0.0498932641485883,0,0.0149679792445765,"PP","NP","NP","NP","Lowland river"
"154","2_N_L",84451.6502543459,4705.1649220439,0,20470.7493332053,0,0,0,0,25175.9142552492,0,4705.1649220439,20470.7493332053,0,0,0,0,25175.9142552492,0.298110388363354,0.298110388363354,0.298110388363354,"MP","MP","MP","MP",0.298110388363354,0.242396084286724,0.259110375509713,"MP","MP","MP","MP","Lower foothill"
"155","2_N_M",43226.564445634,615.298156723697,0,0,6238.83772615163,0,0,0,6854.13588287532,615.298156723697,3338.78879916218,0,2900.04892698945,0,0,0,6854.13588287532,0.158563049614914,0.0142342599883818,0.0575328968763414,"MP","NP","PP","PP",0.158563049614914,0.0142342599883818,0.0575328968763414,"MP","NP","PP","PP","Mountain stream"
"156","2_N_U",197960.565578426,3231.30082987407,832.008793746439,10285.5720492109,13876.0415771875,5912.27280549461,0,0,34137.1960555135,5504.89098856024,11409.4474644341,10285.5720492109,6896.89574918902,40.3898041192493,0,0,34137.1960555135,0.172444425766147,0.0682806337696078,0.0935565889943737,"MP","PP","PP","PP",0.172444425766147,0.0797656997575884,0.10752851165116,"MP","PP","PP","PP","Upper foothill"
"157","2_P_F",17424.5815589849,0,10334.5243013991,0,0,0,0,0,10334.5243013991,0,10334.5243013991,0,0,0,0,0,10334.5243013991,0.593100285732268,0,0.17793008571968,"WP","NP","MP","MP",0.593100285732268,0,0.17793008571968,"WP","NP","MP","MP","Lowland river"
"158","2_P_L",360712.91134815,16849.9517568555,83762.2924921935,0,98.383079632409,152.812276611543,0,0,100863.439605293,2843.99453943449,89550.0671833138,8218.18252630075,251.195356243952,0,0,0,100863.439605293,0.279622482123859,0.0467129155257557,0.116501057583449,"MP","PP","PP","PP",0.279622482123859,0.0306675384154973,0.105354021528006,"MP","PP","PP","PP","Lower foothill"
"159","2_P_M",12072.0462461128,0,679.107723248069,0,0,0,0,0,679.107723248069,0,679.107723248069,0,0,0,0,0,679.107723248069,0.0562545660779541,0,0.0168763698233862,"PP","NP","PP","PP",0.0562545660779541,0,0.0168763698233862,"PP","NP","PP","PP","Mountain stream"
"160","2_P_U",123258.548301563,0,16683.0666424543,0,0,0,0,0,16683.0666424543,728.695553224987,15954.3710892293,0,0,0,0,0,16683.0666424543,0.135350179539983,0,0.040605053861995,"PP","NP","PP","PP",0.135350179539983,0.00591192710985179,0.0447434028388913,"PP","NP","PP","PP","Upper foothill"
"161","30_N_F",40582.8005895432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Lowland river"
"162","30_N_L",1002393.18256512,3743.18306082099,1229.77990752475,0,0,226.344634017915,6785.21358233278,0,11984.5211846964,3743.18306082099,1229.77990752475,0,0,226.344634017915,6785.21358233278,0,11984.5211846964,0.0119559085128932,0.0105032604234315,0.010893894001622,"NP","NP","NP","NP",0.0119559085128932,0.0105032604234315,0.010893894001622,"NP","NP","NP","NP","Lower foothill"
"163","30_N_M",4826.033627847,0,206.635673987735,0,0,0,0,0,206.635673987735,0,206.635673987735,0,0,0,0,0,206.635673987735,0.0428168740465077,0,0.0128450622139523,"PP","NP","NP","NP",0.0428168740465077,0,0.0128450622139523,"PP","NP","NP","NP","Mountain stream"
"164","30_N_U",670554.257352797,0,1962.62855807773,0,0,0,0,0,1962.62855807773,0,1962.62855807773,0,0,0,0,0,1962.62855807773,0.00292687509855766,0,0.000878062529567298,"NP","NP","NP","NP",0.00292687509855766,0,0.000878062529567298,"NP","NP","NP","NP","Upper foothill"
"165","31_N_M",3422.74756532744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Mountain stream"
"166","31_N_U",38199.8891755917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Upper foothill"
"167","31_P_F",132813.30282139,2670.75817248114,525.839744245007,0,0,0,0,0,3196.59791672615,196.835705292068,2999.76221143408,0,0,0,0,61.5497861239291,3258.14770285008,0.0240683564734852,0.0201091164495234,0.0212968884567119,"PP","PP","PP","PP",0.0245317873559074,0.0014820481164961,0.00830428371183505,"PP","NP","NP","NP","Lowland river"
"168","31_P_L",1695599.943814,21396.3636673645,16357.6949460077,4568.14986463251,4969.17258539576,4152.00488914597,0,0,51443.3859525465,26208.271322268,16041.24797091,72.6891848267475,3348.80791777173,0,0,7679.43693674875,53350.4533325253,0.0303393416237277,0.0153128770891521,0.0193310777108213,"PP","PP","PP","PP",0.031464057030175,0.0154995054128037,0.0193830632557389,"PP","PP","PP","PP","Lower foothill"
"169","31_P_M",56075.5865055841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Mountain stream"
"170","31_P_U",1884051.06934203,47.5319499458866,188.741188359048,0,1597.84626448008,2030.04733048111,0,0,3864.16673326612,236.273138304935,0,0,328.540581929609,15.8799434670256,0,3332.16071215799,3912.85437585956,0.00205098831775065,0.0000252285889269903,0.000417458386157447,"NP","NP","NP","NP",0.00207683031502222,0.00012540697125978,0.000355425279782983,"NP","NP","NP","NP","Upper foothill"
"171","3_N_F",38009.8743979168,0,0,4890.01158717328,0,6616.25062647681,0,0,11506.2622136501,6616.25062647681,243.83587672849,4890.01158717328,0,0,0,0,11750.0980903786,0.302717712065913,0.128651085135953,0.146057747828949,"WP","PP","PP","PP",0.309132778692438,0.302717712065913,0.30464223205387,"WP","WP","WP","WP","Lowland river"
"172","3_N_L",1773870.76715417,387252.584076842,85581.6468658414,689191.379000448,1944.00350769151,15647.5610889632,0,0,1179617.17453979,393889.645447493,106782.676818383,704173.55764147,5526.88521099152,14671.3620296956,0,0,1225044.12714803,0.664996118309256,0.606833362953623,0.622517961705759,"WP","WP","WP","WP",0.690605059754931,0.619020970084867,0.638842033413054,"WP","WP","WP","WP","Lower foothill"
"173","3_N_M",92412.2508840354,5959.37114539965,5321.03091716122,5587.26318287613,15395.963775507,89.8504867110234,0,0,32353.479507655,5959.37114539965,5321.03091716122,5587.26318287613,15395.963775507,89.8504867110234,0,0,32353.479507655,0.350099464066232,0.124947008841557,0.192298289617976,"WP","PP","MP","MP",0.350099464066232,0.124947008841557,0.192298289617976,"WP","PP","MP","MP","Mountain stream"
"174","3_N_U",1300906.28764871,206011.044521463,23400.7310639915,360036.537678403,6204.38504257295,6352.79228942609,0,0,602005.490595857,217992.562184305,33208.0170342087,360036.537678403,6204.38504257295,6352.79228942609,0,0,623794.294228916,0.462758537114874,0.435117877109316,0.44243340333228,"WP","WP","WP","WP",0.479507478864123,0.444328008366732,0.453905177737245,"WP","WP","WP","WP","Upper foothill"
"175","3_P_F",470054.074319239,35941.8368658147,61458.7920840711,32454.538113848,0,72920.5249822743,5027.5069225825,0,207803.198968591,32173.55926248,77489.3183592794,48314.5658633035,0,44798.2485609453,5027.5069225825,0,207803.198968591,0.442083603401469,0.156203053890305,0.210940777759015,"WP","MP","MP","MP",0.442083603401469,0.181927222250366,0.240913245090469,"WP","MP","MP","MP","Lowland river"
"176","3_P_L",3665915.9988949,771252.54967986,425661.406486155,300386.88812879,136534.497785355,41209.3255279402,32917.0926021386,17143.0835682848,1725104.84377852,700178.783228234,493864.443474649,352462.970812331,136534.497785355,41209.3255279402,32917.0926021386,17143.0835682848,1774310.19699893,0.470579479807655,0.301304375425885,0.348903396310073,"WP","WP","WP","WP",0.484001869528326,0.296122127994735,0.349302540024469,"WP","MP","WP","MP","Lower foothill"
"177","3_P_M",78542.6119653127,8544.79924421757,4880.3733380571,0,3852.15759039565,0,0,0,17277.3301726703,8544.79924421757,4880.3733380571,0,3852.15759039565,0,0,0,17277.3301726703,0.219973970057179,0.10879189054715,0.142146514400159,"MP","PP","PP","PP",0.219973970057179,0.10879189054715,0.142146514400159,"MP","PP","PP","PP","Mountain stream"
"178","3_P_U",1150355.93702017,94485.6941343978,40434.9946038617,38570.2245665797,237.333192647326,6733.53617388424,0,83.7474997987632,180545.53017117,91832.6320078158,40160.7274447983,48202.4530306525,237.333192647326,6733.53617388424,0,83.7474997987632,187250.429349597,0.156947536289374,0.115664999344151,0.126864512722326,"MP","PP","PP","PP",0.162776079406033,0.121731961849312,0.132859949410937,"MP","PP","PP","PP","Upper foothill"
"179","4_N_L",71160.3229953455,0,0,0,276.168249993415,11375.64800825,0,5471.2199632573,17123.0362215007,0,0,0,276.168249993415,11375.64800825,0,5471.2199632573,17123.0362215007,0.240626173417182,0,0.0248388033913837,"MP","NP","PP","PP",0.240626173417182,0,0.0248388033913837,"MP","NP","PP","PP","Lower foothill"
"180","4_N_M",35372.6192625527,0,2295.96717808126,0,0,0,0,0,2295.96717808126,0,2295.96717808126,0,0,0,0,0,2295.96717808126,0.0649080341220841,0,0.0194724102366252,"PP","NP","PP","PP",0.0649080341220841,0,0.0194724102366252,"PP","NP","PP","PP","Mountain stream"
"181","4_N_U",197382.639881359,0,2701.81137546676,0,178.998217767858,675.789708794031,0,0,3556.59930202865,0,2701.81137546676,0,178.998217767858,675.789708794031,0,0,3556.59930202865,0.0180188050183461,0,0.00472089059812898,"PP","NP","NP","NP",0.0180188050183461,0,0.00472089059812898,"PP","NP","NP","NP","Upper foothill"
"182","4_P_F",54667.2462633978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Lowland river"
"183","4_P_L",360937.244052264,4504.72251517293,3095.35975240578,0,10632.2357509967,11474.3145962871,0,0,29706.6326148625,4504.72251517293,6848.30723841011,0,10632.2357509967,11474.3145962871,0,0,33459.5801008668,0.0823041487249817,0.0124806253425059,0.0270696160809818,"PP","NP","PP","PP",0.0927019326828514,0.0124806253425059,0.0301889512683427,"PP","NP","PP","PP","Lower foothill"
"184","4_P_M",86575.2705248815,2246.72827624899,9220.74229726828,0,2405.05408716836,0,0,0,13872.5246606856,2246.72827624899,14696.7639794935,0,2806.57700727481,0,0,0,19750.0692630173,0.160236573060418,0.0259511551350369,0.0662367805126512,"MP","PP","PP","PP",0.228125989595853,0.0259511551350369,0.0866036054732817,"MP","PP","PP","PP","Mountain stream"
"185","4_P_U",872090.519175196,18004.223334707,40858.1495466354,0,16598.0328749652,3415.64593760277,0,0,78876.0516939104,18004.223334707,63979.6929601781,0,16598.0328749652,5302.35598031238,0,0,103884.305150163,0.0904447989739753,0.0206449020357829,0.0408015473996905,"PP","PP","PP","PP",0.119121011943134,0.0206449020357829,0.0489717245449168,"PP","PP","PP","PP","Upper foothill"
"186","5_N_L",138069.451922758,0,0,0,885.392480575236,0,0,0,885.392480575236,0,0,0,885.392480575236,0,0,0,885.392480575236,0.00641266021009894,0,0.00192379806302968,"NP","NP","NP","NP",0.00641266021009894,0,0.00192379806302968,"NP","NP","NP","NP","Lower foothill"
"187","5_N_M",9788.16941276801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Mountain stream"
"188","5_N_U",285598.137990116,0,13980.9269706727,0,5887.78536061026,1315.57929194727,0,0,21184.2916232302,0,13980.9269706727,0,7092.70254183652,110.662110721004,0,0,21184.2916232302,0.074175174153143,0,0.0213312722255579,"PP","NP","PP","PP",0.074175174153143,0,0.0221750572654085,"PP","NP","PP","PP","Upper foothill"
"189","5_P_L",163856.23013326,0,10854.1537715452,0,715.463511988989,0,0,0,11569.6172835342,0,0,0,715.463511988989,0,0,0,715.463511988989,0.070608345341065,0,0.0211825036023195,"PP","NP","PP","PP",0.00436641018414205,0,0.00130992305524262,"NP","NP","NP","NP","Lower foothill"
"190","5_P_M",3396.79188695271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Mountain stream"
"191","5_P_U",159288.436373699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Upper foothill"
"192","6_N_L",59802.119040535,90.585196154071,2749.97839442053,0,0,0,0,0,2840.5635905746,90.585196154071,2749.97839442053,0,0,0,0,0,2840.5635905746,0.0474993802251256,0.00151474893544609,0.0153101383223499,"PP","NP","PP","PP",0.0474993802251256,0.00151474893544609,0.0153101383223499,"PP","NP","PP","PP","Lower foothill"
"193","6_N_M",15520.1174121017,1742.74719565367,3731.24540412507,0,0,0,0,0,5473.99259977874,1742.74719565367,3731.24540412507,0,0,0,0,0,5473.99259977874,0.352703040475095,0.112289562596658,0.184413605960189,"WP","PP","MP","MP",0.352703040475095,0.112289562596658,0.184413605960189,"WP","PP","MP","MP","Mountain stream"
"194","6_N_U",269448.619880507,18188.696328334,19454.5268680919,0,0,572.771066556748,0,0,38215.9942629827,18188.696328334,20377.1051145839,0,0,572.771066556748,0,0,39138.5725094747,0.141830358158563,0.0675033939175499,0.0893763401204175,"PP","PP","PP","PP",0.145254306839024,0.0675033939175499,0.0904035247245559,"PP","PP","PP","PP","Upper foothill"
"195","6_P_F",37106.8147834196,0,13649.8927769914,0,0,0,0,0,13649.8927769914,0,14930.4152472037,0,0,0,0,0,14930.4152472037,0.367854068226049,0,0.110356220467815,"WP","NP","PP","PP",0.402363159822467,0,0.12070894794674,"WP","NP","PP","PP","Lowland river"
"196","6_P_L",264570.824136285,8492.52835871153,21169.0465035122,0,0,24699.2094099144,0,0,54360.7842721382,25605.7698638746,26264.0593317707,0,18857.9038968789,9185.66829792372,0,0,79913.4013904479,0.205467796570555,0.0320992625941887,0.0654386715061156,"MP","PP","PP","PP",0.302049183432574,0.0967822886271263,0.151418531476569,"WP","PP","MP","MP","Lower foothill"
"197","6_P_M",26350.5078679653,0,0,3602.11459570272,0,0,0,0,3602.11459570272,0,0,3602.11459570272,0,0,0,0,3602.11459570272,0.136700006457252,0.136700006457252,0.136700006457252,"PP","PP","PP","PP",0.136700006457252,0.136700006457252,0.136700006457252,"PP","PP","PP","PP","Mountain stream"
"198","6_P_U",520346.391410014,26105.5432002641,15266.1503053888,15954.9732311864,496.423673171071,3720.34416158249,0,0,61543.4345715929,43120.924470746,26619.066072144,15315.3841491532,496.423673171071,1964.68155365728,0,0,87516.4799188715,0.118273972083913,0.0808317634671716,0.0906344769940287,"PP","PP","PP","PP",0.168188886025947,0.112302707551312,0.128313417371716,"MP","PP","PP","PP","Upper foothill"
"199","7_N_F",34474.9135126089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NP","NP","NP","NP",0,0,0,"NP","NP","NP","NP","Lowland river"
"200","7_N_L",215348.449177988,0,26219.4147308538,0,95.7035548578299,2347.33324936239,0,0,28662.451535074,0,26219.4147308538,0,2265.46429391059,177.572510309637,0,0,28662.451535074,0.133098016932475,0,0.0377493724318897,"PP","NP","PP","PP",0.133098016932475,0,0.0397644886283007,"PP","NP","PP","PP","Lower foothill"
"201","7_N_M",45447.5643578212,5624.34902782279,6286.6414905203,0,0,0,0,0,11910.9905183431,6838.06915136023,5642.74575094065,0,1743.98165555998,0,0,0,14224.7965578609,0.262082043045576,0.123754685367531,0.165252892670945,"MP","PP","MP","MP",0.312993595121294,0.150460629694525,0.199220519322556,"WP","MP","MP","MP","Mountain stream"
"202","7_N_U",614736.82483938,23672.1611020353,54404.5616205421,0,4290.1728859231,2203.37615673211,9021.34919844057,569.040866495452,94160.6618301687,22260.2698356865,23206.8917270046,0,38555.0614654651,1212.03525391064,9021.34919844057,569.040866495452,94824.6483470028,0.153172313786101,0.0531829377701884,0.0822777655591947,"MP","PP","PP","PP",0.154252428869507,0.0508861967758323,0.0813166066909521,"MP","PP","PP","PP","Upper foothill"
"203","7_P_F",134425.904862685,0,42802.1609363048,0,3594.16143106917,17234.598250515,0,0,63630.920617889,3212.49747638094,29604.4180217972,0,30814.0051197108,0,0,0,63630.920617889,0.473353113619636,0,0.116364152811485,"WP","NP","PP","PP",0.473353113619636,0.0238979047949313,0.158734467442343,"WP","PP","MP","MP","Lowland river"
"204","7_P_L",774150.959766759,0,1466.83044866892,0,10776.2795504729,27222.9231466752,0,6509.86569192401,45975.8988377411,0,356.914732158066,0,36918.8574266175,934.878459075192,0,18570.541764819,56781.1923826698,0.0593888029946937,0,0.00910185771225473,"PP","NP","NP","NP",0.0733464083022996,0,0.0169647450595152,"PP","NP","PP","PP","Lower foothill"
"205","7_P_M",26472.5826703895,1961.15532161672,268.265213577007,0,0,0,0,0,2229.42053519373,0,2229.42053519373,0,0,0,0,0,2229.42053519373,0.0842162082541124,0.0740825081570278,0.0771226181861532,"PP","PP","PP","PP",0.0842162082541124,0,0.0252648624762337,"PP","NP","PP","PP","Mountain stream"
